date,channel,campaign_name,impressions,clicks,spend,conversions
2025-11-27,Web,web_campaign,8068,489,201.79,78
2025-11-27,Facebook,facebook_campaign,1219,776,130.48,93
2025-11-26,Mercado Libre,mercado_libre_campaign,5939,895,284.45,29
2025-11-26,Instagram,instagram_campaign,5621,280,95.21,46
2025-11-26,Web,web_campaign,1372,908,301.27,60
2025-11-26,Facebook,facebook_campaign,9598,243,464.87,11
2025-11-25,Mercado Libre,mercado_libre_campaign,6351,237,117.56,46
2025-11-25,Instagram,instagram_campaign,7153,231,57.7,85
2025-11-25,Web,web_campaign,4172,817,431.09,54
2025-11-25,Facebook,facebook_campaign,7234,959,405.94,93
2025-11-24,Mercado Libre,mercado_libre_campaign,1020,924,468.82,95
2025-11-24,Instagram,instagram_campaign,6656,231,400.65,84
2025-11-24,Web,web_campaign,9135,943,57.69,22
2025-11-24,Facebook,facebook_campaign,4749,564,103.39,45
2025-11-23,Mercado Libre,mercado_libre_campaign,4125,534,470.83,80
2025-11-23,Instagram,instagram_campaign,6351,652,215.01,49
2025-11-23,Web,web_campaign,3135,317,430.85,43
2025-11-23,Facebook,facebook_campaign,2227,860,400.33,13
2025-11-22,Mercado Libre,mercado_libre_campaign,3307,593,468.58,64
2025-11-22,Instagram,instagram_campaign,3017,470,326.41,71
2025-11-22,Web,web_campaign,4781,670,272.69,17
2025-11-22,Facebook,facebook_campaign,3725,713,328.74,66
2025-11-21,Mercado Libre,mercado_libre_campaign,2398,541,241.79,85
2025-11-21,Instagram,instagram_campaign,1366,522,152.69,26
2025-11-21,Web,web_campaign,5610,643,342.54,23
2025-11-21,Facebook,facebook_campaign,6609,427,167.48,30
2025-11-20,Mercado Libre,mercado_libre_campaign,1124,327,365.54,46
2025-11-20,Instagram,instagram_campaign,1530,355,76.39,12
2025-11-20,Web,web_campaign,6950,515,480.47,82
2025-11-20,Facebook,facebook_campaign,8396,477,240.44,49
2025-11-19,Mercado Libre,mercado_libre_campaign,2063,479,249.27,96
2025-11-19,Instagram,instagram_campaign,6702,480,178.27,32
2025-11-19,Web,web_campaign,5032,357,265.81,23
2025-11-19,Facebook,facebook_campaign,3242,956,414.54,69
2025-11-18,Mercado Libre,mercado_libre_campaign,8113,102,99.75,81
2025-11-18,Instagram,instagram_campaign,1973,887,103.33,75
2025-11-18,Web,web_campaign,3009,139,143.25,62
2025-11-18,Facebook,facebook_campaign,4765,202,252.2,45
2025-11-17,Mercado Libre,mercado_libre_campaign,2474,600,122.84,76
2025-11-17,Instagram,instagram_campaign,1698,657,55.91,22
2025-11-17,Web,web_campaign,7000,558,98.33,85
2025-11-17,Facebook,facebook_campaign,1499,989,373.91,53
2025-11-16,Mercado Libre,mercado_libre_campaign,1996,574,88.0,75
2025-11-16,Instagram,instagram_campaign,1695,518,253.83,41
2025-11-16,Web,web_campaign,1882,573,370.68,52
2025-11-16,Facebook,facebook_campaign,2305,148,415.85,46
2025-11-15,Mercado Libre,mercado_libre_campaign,6916,643,479.25,72
2025-11-15,Instagram,instagram_campaign,5919,304,410.46,32
2025-11-15,Web,web_campaign,2871,820,138.45,12
2025-11-15,Facebook,facebook_campaign,8128,286,207.02,77
2025-11-14,Mercado Libre,mercado_libre_campaign,6821,557,241.66,64
2025-11-14,Instagram,instagram_campaign,5157,608,63.36,25
2025-11-14,Web,web_campaign,1089,441,139.53,95
2025-11-14,Facebook,facebook_campaign,4282,721,231.16,66
2025-11-13,Mercado Libre,mercado_libre_campaign,5165,958,246.86,60
2025-11-13,Instagram,instagram_campaign,8156,942,117.01,55
2025-11-13,Web,web_campaign,2049,637,158.25,27
2025-11-13,Facebook,facebook_campaign,8782,119,64.44,44
2025-11-12,Mercado Libre,mercado_libre_campaign,7602,524,241.5,49
2025-11-12,Instagram,instagram_campaign,6412,741,315.19,18
2025-11-12,Web,web_campaign,2908,151,251.12,72
2025-11-12,Facebook,facebook_campaign,8657,227,461.27,14
2025-11-11,Mercado Libre,mercado_libre_campaign,1321,866,344.8,84
2025-11-11,Instagram,instagram_campaign,4865,656,395.72,80
2025-11-11,Web,web_campaign,2113,940,371.71,99
2025-11-11,Facebook,facebook_campaign,5416,687,51.36,41
2025-11-10,Mercado Libre,mercado_libre_campaign,2077,424,403.01,15
2025-11-10,Instagram,instagram_campaign,5186,725,323.98,14
2025-11-10,Web,web_campaign,5876,762,423.56,73
2025-11-10,Facebook,facebook_campaign,7471,902,322.75,73
2025-11-09,Mercado Libre,mercado_libre_campaign,4664,763,79.3,69
2025-11-09,Instagram,instagram_campaign,8192,801,104.13,63
2025-11-09,Web,web_campaign,7262,717,300.44,47
2025-11-09,Facebook,facebook_campaign,2672,520,458.63,22
2025-11-08,Mercado Libre,mercado_libre_campaign,3432,321,268.23,16
2025-11-08,Instagram,instagram_campaign,8946,591,306.96,41
2025-11-08,Web,web_campaign,4822,950,128.39,51
2025-11-08,Facebook,facebook_campaign,8158,287,144.92,98
2025-11-07,Mercado Libre,mercado_libre_campaign,9444,785,315.94,47
2025-11-07,Instagram,instagram_campaign,2866,725,250.73,11
2025-11-07,Web,web_campaign,2097,828,420.15,43
2025-11-07,Facebook,facebook_campaign,3705,541,431.65,94
2025-11-06,Mercado Libre,mercado_libre_campaign,3286,126,146.45,16
2025-11-06,Instagram,instagram_campaign,9447,571,418.92,79
2025-11-06,Web,web_campaign,3810,208,90.06,17
2025-11-06,Facebook,facebook_campaign,3594,776,349.41,13
2025-11-05,Mercado Libre,mercado_libre_campaign,5251,197,432.33,79
2025-11-05,Instagram,instagram_campaign,2371,340,216.22,99
2025-11-05,Web,web_campaign,9404,709,277.01,84
2025-11-05,Facebook,facebook_campaign,8349,250,453.85,20
2025-11-04,Mercado Libre,mercado_libre_campaign,8281,122,378.93,78
2025-11-04,Instagram,instagram_campaign,9251,740,314.44,47
2025-11-04,Web,web_campaign,9326,131,416.89,19
2025-11-04,Facebook,facebook_campaign,9955,508,452.37,48
2025-11-03,Mercado Libre,mercado_libre_campaign,9767,241,122.32,25
2025-11-03,Instagram,instagram_campaign,8393,464,284.88,39
2025-11-03,Web,web_campaign,8214,619,218.21,11
2025-11-03,Facebook,facebook_campaign,9832,276,77.77,13
2025-11-02,Mercado Libre,mercado_libre_campaign,5251,653,71.07,70
2025-11-02,Instagram,instagram_campaign,6246,584,349.96,33
2025-11-02,Web,web_campaign,4095,489,303.54,48
2025-11-02,Facebook,facebook_campaign,7606,193,394.07,95
2025-11-01,Mercado Libre,mercado_libre_campaign,2376,261,279.9,73
2025-11-01,Instagram,instagram_campaign,5430,910,124.41,95
2025-11-01,Web,web_campaign,7938,673,456.72,29
2025-11-01,Facebook,facebook_campaign,8591,843,388.47,84
2025-10-31,Mercado Libre,mercado_libre_campaign,8817,780,335.92,44
2025-10-31,Instagram,instagram_campaign,1706,702,209.59,25
2025-10-31,Web,web_campaign,5237,909,89.8,84
2025-10-31,Facebook,facebook_campaign,7938,215,209.57,15
2025-10-30,Mercado Libre,mercado_libre_campaign,9099,665,339.05,32
2025-10-30,Instagram,instagram_campaign,8987,390,353.39,98
2025-10-30,Web,web_campaign,4672,441,375.29,55
2025-10-30,Facebook,facebook_campaign,2753,897,468.95,84
2025-10-29,Mercado Libre,mercado_libre_campaign,7523,286,181.78,15
2025-10-29,Instagram,instagram_campaign,7908,818,337.84,88
2025-10-29,Web,web_campaign,7165,492,296.06,43
2025-10-29,Facebook,facebook_campaign,8033,126,169.54,75
2025-10-28,Mercado Libre,mercado_libre_campaign,6118,255,79.14,11
2025-10-28,Instagram,instagram_campaign,3505,674,202.11,59
2025-10-28,Web,web_campaign,3332,263,491.55,55
2025-10-28,Facebook,facebook_campaign,4983,945,333.64,45
2025-10-27,Mercado Libre,mercado_libre_campaign,9890,659,106.28,74
2025-10-27,Instagram,instagram_campaign,4637,372,290.58,78
2025-10-27,Web,web_campaign,9221,333,326.34,65
2025-10-27,Facebook,facebook_campaign,3252,364,227.83,29
2025-10-26,Mercado Libre,mercado_libre_campaign,9637,555,320.87,18
2025-10-26,Instagram,instagram_campaign,7961,122,330.46,18
2025-10-26,Web,web_campaign,2461,407,83.23,24
2025-10-26,Facebook,facebook_campaign,5067,466,347.53,86
2025-10-25,Mercado Libre,mercado_libre_campaign,3674,940,442.91,62
2025-10-25,Instagram,instagram_campaign,2768,338,146.0,62
2025-10-25,Web,web_campaign,1006,449,133.96,41
2025-10-25,Facebook,facebook_campaign,1717,360,194.55,75
2025-10-24,Mercado Libre,mercado_libre_campaign,2546,510,199.6,99
2025-10-24,Instagram,instagram_campaign,1359,269,212.14,45
2025-10-24,Web,web_campaign,5949,607,115.09,25
2025-10-24,Facebook,facebook_campaign,2595,539,193.05,14
2025-10-23,Mercado Libre,mercado_libre_campaign,4166,813,180.12,13
2025-10-23,Instagram,instagram_campaign,7822,511,430.31,70
2025-10-23,Web,web_campaign,8933,865,79.4,76
2025-10-23,Facebook,facebook_campaign,3077,816,166.41,78
2025-10-22,Mercado Libre,mercado_libre_campaign,9955,745,68.82,79
2025-10-22,Instagram,instagram_campaign,1046,987,230.32,80
2025-10-22,Web,web_campaign,3383,199,172.17,66
2025-10-22,Facebook,facebook_campaign,5437,523,282.64,23
2025-10-21,Mercado Libre,mercado_libre_campaign,4710,959,196.9,33
2025-10-21,Instagram,instagram_campaign,7463,741,219.44,43
2025-10-21,Web,web_campaign,9944,532,327.41,78
2025-10-21,Facebook,facebook_campaign,5079,815,488.87,60
2025-10-20,Mercado Libre,mercado_libre_campaign,8214,419,468.64,58
2025-10-20,Instagram,instagram_campaign,6117,805,451.64,21
2025-10-20,Web,web_campaign,6362,448,314.76,50
2025-10-20,Facebook,facebook_campaign,1807,213,105.85,27
2025-10-19,Mercado Libre,mercado_libre_campaign,3958,159,430.17,71
2025-10-19,Instagram,instagram_campaign,6919,352,363.65,58
2025-10-19,Web,web_campaign,1728,459,101.02,70
2025-10-19,Facebook,facebook_campaign,2287,532,357.24,17
2025-10-18,Mercado Libre,mercado_libre_campaign,4720,952,318.2,81
2025-10-18,Instagram,instagram_campaign,7469,312,239.56,41
2025-10-18,Web,web_campaign,7730,826,341.43,22
2025-10-18,Facebook,facebook_campaign,9432,693,166.96,57
2025-10-17,Mercado Libre,mercado_libre_campaign,1914,488,268.48,16
2025-10-17,Instagram,instagram_campaign,1405,708,345.23,83
2025-10-17,Web,web_campaign,5933,926,111.15,77
2025-10-17,Facebook,facebook_campaign,5099,283,71.13,58
2025-10-16,Mercado Libre,mercado_libre_campaign,7144,798,439.33,81
2025-10-16,Instagram,instagram_campaign,8125,541,273.88,16
2025-10-16,Web,web_campaign,6355,908,246.11,30
2025-10-16,Facebook,facebook_campaign,1235,939,405.73,49
2025-10-15,Mercado Libre,mercado_libre_campaign,6156,533,439.33,72
2025-10-15,Instagram,instagram_campaign,8259,448,291.88,13
2025-10-15,Web,web_campaign,8382,901,478.85,50
2025-10-15,Facebook,facebook_campaign,4616,296,401.57,87
2025-10-14,Mercado Libre,mercado_libre_campaign,1473,535,108.89,57
2025-10-14,Instagram,instagram_campaign,5228,918,232.0,58
2025-10-14,Web,web_campaign,3143,974,335.09,63
2025-10-14,Facebook,facebook_campaign,6513,817,180.14,23
2025-10-13,Mercado Libre,mercado_libre_campaign,7496,747,200.3,87
2025-10-13,Instagram,instagram_campaign,6685,334,466.41,11
2025-10-13,Web,web_campaign,7971,264,435.01,25
2025-10-13,Facebook,facebook_campaign,3865,255,182.35,67
2025-10-12,Mercado Libre,mercado_libre_campaign,8015,589,362.28,70
2025-10-12,Instagram,instagram_campaign,6089,510,110.45,50
2025-10-12,Web,web_campaign,2103,499,62.49,20
2025-10-12,Facebook,facebook_campaign,3897,387,369.11,22
2025-10-11,Mercado Libre,mercado_libre_campaign,2512,481,459.82,74
2025-10-11,Instagram,instagram_campaign,5115,646,408.6,91
2025-10-11,Web,web_campaign,7361,161,52.75,78
2025-10-11,Facebook,facebook_campaign,1245,210,263.56,76
2025-10-10,Mercado Libre,mercado_libre_campaign,7489,592,369.94,81
2025-10-10,Instagram,instagram_campaign,3094,300,443.58,32
2025-10-10,Web,web_campaign,6871,554,468.83,11
2025-10-10,Facebook,facebook_campaign,5476,556,110.71,62
2025-10-09,Mercado Libre,mercado_libre_campaign,5310,973,123.85,64
2025-10-09,Instagram,instagram_campaign,2247,250,378.7,31
2025-10-09,Web,web_campaign,1876,308,287.94,39
2025-10-09,Facebook,facebook_campaign,8843,450,152.59,54
2025-10-08,Mercado Libre,mercado_libre_campaign,7322,987,388.65,16
2025-10-08,Instagram,instagram_campaign,8556,667,207.66,91
2025-10-08,Web,web_campaign,3765,477,492.53,75
2025-10-08,Facebook,facebook_campaign,3864,417,107.56,95
2025-10-07,Mercado Libre,mercado_libre_campaign,4810,615,195.93,42
2025-10-07,Instagram,instagram_campaign,6931,916,388.59,44
2025-10-07,Web,web_campaign,1772,132,354.12,64
2025-10-07,Facebook,facebook_campaign,5169,412,343.77,46
2025-10-06,Mercado Libre,mercado_libre_campaign,8654,446,382.9,35
2025-10-06,Instagram,instagram_campaign,2256,214,112.97,34
2025-10-06,Web,web_campaign,3525,830,493.13,46
2025-10-06,Facebook,facebook_campaign,9802,729,394.41,72
2025-10-05,Mercado Libre,mercado_libre_campaign,2390,561,247.27,60
2025-10-05,Instagram,instagram_campaign,4379,348,349.02,92
2025-10-05,Web,web_campaign,3725,601,126.37,34
2025-10-05,Facebook,facebook_campaign,9829,488,358.29,19
2025-10-04,Mercado Libre,mercado_libre_campaign,8778,462,371.4,93
2025-10-04,Instagram,instagram_campaign,9894,162,410.54,18
2025-10-04,Web,web_campaign,7341,352,422.02,42
2025-10-04,Facebook,facebook_campaign,6389,831,335.9,14
2025-10-03,Mercado Libre,mercado_libre_campaign,7334,723,497.45,39
2025-10-03,Instagram,instagram_campaign,6324,836,295.39,28
2025-10-03,Web,web_campaign,5370,739,452.21,52
2025-10-03,Facebook,facebook_campaign,4760,412,55.32,99
2025-10-02,Mercado Libre,mercado_libre_campaign,2701,627,81.11,60
2025-10-02,Instagram,instagram_campaign,8217,585,277.32,75
2025-10-02,Web,web_campaign,2097,962,241.24,32
2025-10-02,Facebook,facebook_campaign,5568,360,164.48,95
2025-10-01,Mercado Libre,mercado_libre_campaign,6889,367,167.85,16
2025-10-01,Instagram,instagram_campaign,9711,315,418.75,56
2025-10-01,Web,web_campaign,2080,586,321.25,37
2025-10-01,Facebook,facebook_campaign,8378,821,402.93,23
2025-09-30,Mercado Libre,mercado_libre_campaign,1255,757,358.81,95
2025-09-30,Instagram,instagram_campaign,6251,346,339.64,25
2025-09-30,Web,web_campaign,3409,649,255.42,74
2025-09-30,Facebook,facebook_campaign,9396,776,164.96,78
2025-09-29,Mercado Libre,mercado_libre_campaign,7324,923,329.94,84
2025-09-29,Instagram,instagram_campaign,7972,700,287.46,29
2025-09-29,Web,web_campaign,1998,413,496.94,50
2025-09-29,Facebook,facebook_campaign,8884,692,366.38,71
2025-09-28,Mercado Libre,mercado_libre_campaign,2714,380,427.89,97
2025-09-28,Instagram,instagram_campaign,3253,359,219.58,14
2025-09-28,Web,web_campaign,2467,982,378.0,86
2025-09-28,Facebook,facebook_campaign,9854,865,483.58,100
2025-09-27,Mercado Libre,mercado_libre_campaign,5139,279,170.51,36
2025-09-27,Instagram,instagram_campaign,4709,706,252.29,76
2025-09-27,Web,web_campaign,4857,343,305.61,23
2025-09-27,Facebook,facebook_campaign,3473,215,493.4,94
2025-09-26,Mercado Libre,mercado_libre_campaign,9191,130,226.35,30
2025-09-26,Instagram,instagram_campaign,4442,276,282.69,75
2025-09-26,Web,web_campaign,1808,828,310.13,37
2025-09-26,Facebook,facebook_campaign,3748,249,104.51,24
2025-09-25,Mercado Libre,mercado_libre_campaign,1244,289,153.51,10
2025-09-25,Instagram,instagram_campaign,1266,164,361.25,59
2025-09-25,Web,web_campaign,8558,544,220.73,15
2025-09-25,Facebook,facebook_campaign,1488,620,428.57,86
2025-09-24,Mercado Libre,mercado_libre_campaign,8878,832,223.81,11
2025-09-24,Instagram,instagram_campaign,9974,185,418.02,34
2025-09-24,Web,web_campaign,7105,492,408.59,46
2025-09-24,Facebook,facebook_campaign,2011,841,155.85,80
2025-09-23,Mercado Libre,mercado_libre_campaign,5740,426,342.44,92
2025-09-23,Instagram,instagram_campaign,2393,703,279.65,16
2025-09-23,Web,web_campaign,8906,382,239.51,80
2025-09-23,Facebook,facebook_campaign,3265,299,191.69,62
2025-09-22,Mercado Libre,mercado_libre_campaign,6183,952,354.33,22
2025-09-22,Instagram,instagram_campaign,1571,103,139.35,12
2025-09-22,Web,web_campaign,8488,955,388.22,33
2025-09-22,Facebook,facebook_campaign,1057,478,417.82,45
2025-09-21,Mercado Libre,mercado_libre_campaign,6397,860,314.75,66
2025-09-21,Instagram,instagram_campaign,2221,439,58.8,98
2025-09-21,Web,web_campaign,1754,546,244.78,95
2025-09-21,Facebook,facebook_campaign,7388,532,170.9,19
2025-09-20,Mercado Libre,mercado_libre_campaign,1213,762,226.84,57
2025-09-20,Instagram,instagram_campaign,5900,988,88.94,21
2025-09-20,Web,web_campaign,4683,388,50.71,67
2025-09-20,Facebook,facebook_campaign,9874,431,95.26,88
2025-09-19,Mercado Libre,mercado_libre_campaign,5405,890,328.38,15
2025-09-19,Instagram,instagram_campaign,9565,729,56.77,81
2025-09-19,Web,web_campaign,4189,540,238.86,35
2025-09-19,Facebook,facebook_campaign,5820,667,113.37,78
