order_id,order_date,customer_id,product_id,product_name,category,channel,seller_id,seller_name,quantity,unit_price,discount,total_amount,payment_status
488,2025-12-04 16:54:17,423,4,Remera Oversize,Ropa,Mercado Libre,7,Vendedor_7,1,90,0.0,90.0,pending
489,2025-10-25 16:54:17,423,17,Camisa Oxford,Ropa,Mercado Libre,4,Vendedor_4,4,63,0.1,226.8,paid
490,2025-12-23 16:54:17,367,15,Botas Trekking,Calzado,Web,9,Vendedor_9,5,136,0.15,578.0,pending
491,2026-02-21 16:54:17,425,4,Remera Oversize,Ropa,Web,4,Vendedor_4,1,63,0.1,56.7,pending
492,2026-03-06 16:54:17,55,4,Remera Oversize,Ropa,Web,3,Vendedor_3,4,37,0.15,125.8,paid
493,2026-02-15 16:54:17,367,7,Campera Rompeviento,Ropa,Web,7,Vendedor_7,2,78,0.05,148.2,paid
494,2026-03-06 16:54:17,235,14,Cinturón Casual,Accesorios,Instagram,10,Vendedor_10,1,59,0.15,50.15,pending
495,2025-11-02 16:54:17,430,1,Zapatillas Urban,Calzado,Facebook,1,Vendedor_1,5,179,0.15,760.75,paid
496,2026-02-01 16:54:17,311,19,Riñonera Sport,Accesorios,Web,3,Vendedor_3,1,34,0.2,27.2,pending
497,2025-10-13 16:54:17,497,14,Cinturón Casual,Accesorios,Web,4,Vendedor_4,3,35,0.1,94.5,pending
498,2026-02-10 16:54:17,432,5,Pantalón Chino,Ropa,Web,7,Vendedor_7,5,85,0.1,382.5,paid
499,2026-01-23 16:54:17,364,7,Campera Rompeviento,Ropa,Instagram,10,Vendedor_10,3,64,0.05,182.4,pending
500,2025-12-17 16:54:17,147,4,Remera Oversize,Ropa,Facebook,9,Vendedor_9,4,73,0.2,233.6,paid
501,2026-02-18 16:54:17,344,17,Camisa Oxford,Ropa,Mercado Libre,1,Vendedor_1,4,38,0.0,152.0,paid
502,2026-02-04 16:54:17,354,9,Gorra Classic,Accesorios,Web,5,Vendedor_5,3,19,0.0,57.0,paid
503,2026-03-09 16:54:17,445,18,Camisa Lino,Ropa,Instagram,6,Vendedor_6,4,33,0.2,105.6,pending
504,2025-11-07 16:54:17,214,8,Campera Denim,Ropa,Web,5,Vendedor_5,1,68,0.15,57.8,paid
505,2026-01-12 16:54:17,425,1,Zapatillas Urban,Calzado,Instagram,4,Vendedor_4,5,171,0.15,726.75,pending
506,2025-10-29 16:54:17,151,19,Riñonera Sport,Accesorios,Facebook,10,Vendedor_10,2,59,0.05,112.1,paid
507,2026-01-29 16:54:17,21,3,Remera Básica,Ropa,Facebook,3,Vendedor_3,5,35,0.15,148.75,pending
508,2026-01-09 16:54:17,170,18,Camisa Lino,Ropa,Facebook,3,Vendedor_3,2,52,0.0,104.0,paid
509,2026-02-06 16:54:17,432,2,Zapatillas Running,Calzado,Web,6,Vendedor_6,5,66,0.2,264.0,pending
510,2025-10-28 16:54:17,270,19,Riñonera Sport,Accesorios,Instagram,6,Vendedor_6,1,60,0.1,54.0,paid
511,2026-02-28 16:54:17,275,17,Camisa Oxford,Ropa,Facebook,9,Vendedor_9,2,73,0.2,116.8,paid
512,2026-01-20 16:54:17,151,12,Short Deportivo,Ropa,Instagram,4,Vendedor_4,3,62,0.1,167.4,pending
513,2025-10-02 16:54:17,124,18,Camisa Lino,Ropa,Instagram,1,Vendedor_1,1,64,0.15,54.4,paid
514,2025-12-10 16:54:17,371,11,Buzo Hoodie,Ropa,Web,2,Vendedor_2,4,52,0.2,166.4,paid
515,2025-12-12 16:54:17,23,17,Camisa Oxford,Ropa,Web,9,Vendedor_9,5,77,0.15,327.25,paid
516,2025-11-06 16:54:17,274,11,Buzo Hoodie,Ropa,Mercado Libre,2,Vendedor_2,1,41,0.2,32.8,paid
517,2025-09-27 16:54:17,276,7,Campera Rompeviento,Ropa,Facebook,4,Vendedor_4,4,33,0.05,125.4,paid
518,2026-03-11 16:54:17,38,5,Pantalón Chino,Ropa,Mercado Libre,8,Vendedor_8,3,24,0.0,72.0,paid
519,2025-10-26 16:54:17,209,9,Gorra Classic,Accesorios,Facebook,2,Vendedor_2,5,24,0.1,108.0,pending
520,2025-11-27 16:54:17,274,13,Medias Training,Accesorios,Mercado Libre,6,Vendedor_6,1,34,0.0,34.0,paid
521,2026-03-06 16:54:17,149,19,Riñonera Sport,Accesorios,Web,2,Vendedor_2,3,42,0.0,126.0,paid
522,2025-11-25 16:54:17,243,10,Mochila City,Accesorios,Instagram,7,Vendedor_7,4,52,0.0,208.0,paid
523,2025-12-07 16:54:17,347,5,Pantalón Chino,Ropa,Web,9,Vendedor_9,3,38,0.1,102.6,paid
524,2025-10-26 16:54:17,294,18,Camisa Lino,Ropa,Facebook,3,Vendedor_3,1,25,0.0,25.0,paid
525,2026-01-23 16:54:17,73,10,Mochila City,Accesorios,Instagram,6,Vendedor_6,2,36,0.2,57.6,paid
526,2025-10-11 16:54:17,344,8,Campera Denim,Ropa,Mercado Libre,5,Vendedor_5,2,34,0.05,64.6,pending
527,2026-02-27 16:54:17,102,18,Camisa Lino,Ropa,Facebook,5,Vendedor_5,1,52,0.0,52.0,pending
528,2026-02-13 16:54:17,36,12,Short Deportivo,Ropa,Instagram,4,Vendedor_4,1,56,0.2,44.8,pending
529,2025-11-22 16:54:17,356,16,Sandalias Beach,Calzado,Instagram,6,Vendedor_6,5,144,0.1,648.0,pending
530,2025-11-28 16:54:17,403,11,Buzo Hoodie,Ropa,Instagram,3,Vendedor_3,1,60,0.05,57.0,pending
531,2025-12-15 16:54:17,229,9,Gorra Classic,Accesorios,Web,3,Vendedor_3,3,40,0.15,102.0,pending
532,2025-10-27 16:54:17,42,16,Sandalias Beach,Calzado,Web,2,Vendedor_2,2,142,0.2,227.2,paid
533,2026-01-26 16:54:17,435,18,Camisa Lino,Ropa,Mercado Libre,5,Vendedor_5,1,29,0.0,29.0,pending
534,2026-01-22 16:54:17,458,19,Riñonera Sport,Accesorios,Facebook,1,Vendedor_1,5,26,0.2,104.0,paid
535,2025-12-07 16:54:17,238,12,Short Deportivo,Ropa,Mercado Libre,4,Vendedor_4,5,57,0.05,270.75,pending
536,2025-11-09 16:54:17,72,12,Short Deportivo,Ropa,Facebook,1,Vendedor_1,2,41,0.2,65.6,paid
537,2025-10-24 16:54:17,21,6,Pantalón Cargo,Ropa,Instagram,10,Vendedor_10,2,81,0.1,145.8,pending
538,2026-03-01 16:54:17,343,8,Campera Denim,Ropa,Instagram,5,Vendedor_5,3,49,0.0,147.0,pending
539,2025-11-17 16:54:17,53,13,Medias Training,Accesorios,Web,8,Vendedor_8,1,12,0.1,10.8,pending
540,2025-10-29 16:54:17,188,19,Riñonera Sport,Accesorios,Mercado Libre,10,Vendedor_10,2,34,0.15,57.8,pending
541,2026-01-19 16:54:17,250,13,Medias Training,Accesorios,Facebook,9,Vendedor_9,4,32,0.1,115.2,paid
542,2026-02-10 16:54:17,264,17,Camisa Oxford,Ropa,Web,8,Vendedor_8,2,49,0.0,98.0,paid
543,2026-01-29 16:54:17,213,5,Pantalón Chino,Ropa,Web,3,Vendedor_3,3,35,0.05,99.75,paid
544,2025-09-26 16:54:17,83,16,Sandalias Beach,Calzado,Facebook,8,Vendedor_8,4,86,0.2,275.2,paid
545,2026-03-06 16:54:17,323,8,Campera Denim,Ropa,Mercado Libre,3,Vendedor_3,5,40,0.05,190.0,paid
546,2026-02-03 16:54:17,307,2,Zapatillas Running,Calzado,Mercado Libre,5,Vendedor_5,2,126,0.15,214.2,pending
547,2026-01-21 16:54:17,88,3,Remera Básica,Ropa,Instagram,8,Vendedor_8,5,80,0.15,340.0,pending
548,2026-02-09 16:54:17,136,20,Piluso Trend,Accesorios,Instagram,10,Vendedor_10,2,49,0.2,78.4,pending
549,2025-10-16 16:54:17,198,15,Botas Trekking,Calzado,Instagram,10,Vendedor_10,1,89,0.15,75.65,paid
550,2026-01-25 16:54:17,424,1,Zapatillas Urban,Calzado,Instagram,9,Vendedor_9,5,147,0.15,624.75,paid
551,2025-11-16 16:54:17,258,6,Pantalón Cargo,Ropa,Mercado Libre,10,Vendedor_10,5,24,0.2,96.0,paid
552,2025-09-30 16:54:17,460,16,Sandalias Beach,Calzado,Facebook,3,Vendedor_3,5,129,0.0,645.0,pending
553,2026-03-06 16:54:17,405,12,Short Deportivo,Ropa,Facebook,9,Vendedor_9,4,49,0.15,166.6,pending
554,2025-09-20 16:54:17,131,19,Riñonera Sport,Accesorios,Facebook,10,Vendedor_10,1,37,0.05,35.15,paid
555,2026-01-04 16:54:17,97,3,Remera Básica,Ropa,Mercado Libre,10,Vendedor_10,5,72,0.1,324.0,paid
556,2025-11-04 16:54:17,336,19,Riñonera Sport,Accesorios,Instagram,2,Vendedor_2,5,10,0.15,42.5,pending
557,2025-12-15 16:54:17,130,14,Cinturón Casual,Accesorios,Web,2,Vendedor_2,2,37,0.2,59.2,pending
558,2025-12-14 16:54:17,387,19,Riñonera Sport,Accesorios,Instagram,10,Vendedor_10,3,53,0.15,135.15,pending
559,2025-10-26 16:54:17,285,18,Camisa Lino,Ropa,Facebook,8,Vendedor_8,2,67,0.2,107.2,pending
560,2025-10-21 16:54:17,438,10,Mochila City,Accesorios,Mercado Libre,6,Vendedor_6,4,57,0.05,216.6,paid
561,2025-09-19 16:54:17,206,15,Botas Trekking,Calzado,Web,3,Vendedor_3,1,87,0.2,69.6,paid
562,2025-12-08 16:54:17,475,6,Pantalón Cargo,Ropa,Facebook,1,Vendedor_1,1,38,0.15,32.3,paid
563,2026-01-09 16:54:17,20,3,Remera Básica,Ropa,Facebook,4,Vendedor_4,3,30,0.2,72.0,pending
564,2025-10-01 16:54:17,30,20,Piluso Trend,Accesorios,Instagram,9,Vendedor_9,3,55,0.2,132.0,pending
565,2026-03-15 16:54:17,18,15,Botas Trekking,Calzado,Instagram,4,Vendedor_4,5,96,0.05,456.0,paid
566,2025-12-15 16:54:17,142,2,Zapatillas Running,Calzado,Facebook,4,Vendedor_4,1,80,0.0,80.0,pending
567,2025-12-04 16:54:17,378,13,Medias Training,Accesorios,Mercado Libre,10,Vendedor_10,2,43,0.0,86.0,paid
568,2026-01-04 16:54:17,494,18,Camisa Lino,Ropa,Web,9,Vendedor_9,5,64,0.1,288.0,paid
569,2026-01-27 16:54:17,134,20,Piluso Trend,Accesorios,Instagram,8,Vendedor_8,4,46,0.0,184.0,pending
570,2026-02-18 16:54:17,175,17,Camisa Oxford,Ropa,Mercado Libre,9,Vendedor_9,1,84,0.1,75.6,pending
571,2025-10-21 16:54:17,248,18,Camisa Lino,Ropa,Instagram,5,Vendedor_5,4,68,0.2,217.6,pending
572,2025-09-24 16:54:17,247,15,Botas Trekking,Calzado,Mercado Libre,8,Vendedor_8,5,170,0.0,850.0,pending
573,2025-12-10 16:54:17,490,3,Remera Básica,Ropa,Web,4,Vendedor_4,2,60,0.15,102.0,paid
574,2026-01-13 16:54:17,39,9,Gorra Classic,Accesorios,Instagram,5,Vendedor_5,1,35,0.1,31.5,pending
575,2025-12-17 16:54:17,485,11,Buzo Hoodie,Ropa,Instagram,4,Vendedor_4,5,54,0.05,256.5,pending
576,2026-01-16 16:54:17,104,7,Campera Rompeviento,Ropa,Instagram,4,Vendedor_4,3,46,0.05,131.1,pending
577,2026-02-18 16:54:17,4,5,Pantalón Chino,Ropa,Mercado Libre,2,Vendedor_2,1,83,0.2,66.4,pending
578,2025-10-10 16:54:17,94,12,Short Deportivo,Ropa,Web,6,Vendedor_6,4,55,0.15,187.0,pending
579,2025-10-21 16:54:17,245,8,Campera Denim,Ropa,Mercado Libre,3,Vendedor_3,1,87,0.15,73.95,pending
580,2025-09-23 16:54:17,236,13,Medias Training,Accesorios,Web,3,Vendedor_3,4,17,0.2,54.4,paid
581,2025-09-26 16:54:17,167,1,Zapatillas Urban,Calzado,Web,4,Vendedor_4,4,134,0.0,536.0,pending
582,2025-10-28 16:54:17,491,6,Pantalón Cargo,Ropa,Web,5,Vendedor_5,2,54,0.15,91.8,pending
583,2025-11-10 16:54:17,187,6,Pantalón Cargo,Ropa,Facebook,7,Vendedor_7,2,73,0.1,131.4,pending
584,2026-01-30 16:54:17,417,15,Botas Trekking,Calzado,Mercado Libre,10,Vendedor_10,2,133,0.05,252.7,pending
585,2025-10-26 16:54:17,410,8,Campera Denim,Ropa,Instagram,7,Vendedor_7,4,45,0.05,171.0,pending
586,2026-01-31 16:54:17,274,1,Zapatillas Urban,Calzado,Web,7,Vendedor_7,4,77,0.2,246.4,pending
587,2026-01-12 16:54:17,51,10,Mochila City,Accesorios,Instagram,9,Vendedor_9,5,13,0.15,55.25,paid
588,2026-01-11 16:54:17,134,7,Campera Rompeviento,Ropa,Web,8,Vendedor_8,1,77,0.1,69.3,pending
589,2025-10-26 16:54:17,63,18,Camisa Lino,Ropa,Web,5,Vendedor_5,3,22,0.15,56.1,paid
590,2025-10-21 16:54:17,182,19,Riñonera Sport,Accesorios,Web,9,Vendedor_9,2,59,0.1,106.2,pending
591,2026-02-25 16:54:17,324,15,Botas Trekking,Calzado,Instagram,7,Vendedor_7,5,96,0.15,408.0,paid
592,2025-11-30 16:54:17,41,11,Buzo Hoodie,Ropa,Instagram,10,Vendedor_10,5,71,0.0,355.0,pending
593,2025-12-27 16:54:17,331,8,Campera Denim,Ropa,Facebook,6,Vendedor_6,3,54,0.2,129.6,pending
594,2025-12-15 16:54:17,86,15,Botas Trekking,Calzado,Instagram,10,Vendedor_10,5,117,0.15,497.25,paid
595,2026-01-16 16:54:17,204,5,Pantalón Chino,Ropa,Mercado Libre,5,Vendedor_5,1,46,0.05,43.7,paid
596,2025-11-16 16:54:17,269,3,Remera Básica,Ropa,Mercado Libre,9,Vendedor_9,1,23,0.15,19.55,paid
597,2025-10-10 16:54:17,159,9,Gorra Classic,Accesorios,Instagram,3,Vendedor_3,1,51,0.15,43.35,paid
598,2025-11-24 16:54:17,15,10,Mochila City,Accesorios,Mercado Libre,3,Vendedor_3,2,43,0.05,81.7,pending
599,2025-11-16 16:54:17,228,11,Buzo Hoodie,Ropa,Instagram,8,Vendedor_8,5,54,0.2,216.0,paid
600,2025-10-16 16:54:17,328,19,Riñonera Sport,Accesorios,Web,8,Vendedor_8,5,37,0.2,148.0,pending
601,2025-10-30 16:54:17,188,16,Sandalias Beach,Calzado,Facebook,4,Vendedor_4,1,116,0.1,104.4,pending
602,2025-12-30 16:54:17,177,5,Pantalón Chino,Ropa,Web,1,Vendedor_1,1,86,0.05,81.7,pending
603,2026-03-15 16:54:17,393,18,Camisa Lino,Ropa,Facebook,8,Vendedor_8,4,58,0.0,232.0,pending
604,2026-01-17 16:54:17,211,20,Piluso Trend,Accesorios,Facebook,1,Vendedor_1,5,33,0.05,156.75,pending
605,2026-02-04 16:54:17,41,8,Campera Denim,Ropa,Facebook,7,Vendedor_7,4,48,0.1,172.8,paid
606,2025-10-12 16:54:17,212,17,Camisa Oxford,Ropa,Instagram,5,Vendedor_5,3,88,0.1,237.6,paid
607,2026-02-11 16:54:17,232,6,Pantalón Cargo,Ropa,Web,5,Vendedor_5,1,78,0.2,62.4,pending
608,2025-12-25 16:54:17,12,7,Campera Rompeviento,Ropa,Instagram,1,Vendedor_1,2,26,0.2,41.6,paid
609,2026-01-08 16:54:17,120,10,Mochila City,Accesorios,Mercado Libre,3,Vendedor_3,4,56,0.0,224.0,paid
610,2025-11-11 16:54:17,403,1,Zapatillas Urban,Calzado,Facebook,4,Vendedor_4,3,113,0.1,305.1,pending
611,2025-09-20 16:54:17,29,15,Botas Trekking,Calzado,Web,1,Vendedor_1,3,70,0.05,199.5,pending
612,2025-10-29 16:54:17,419,3,Remera Básica,Ropa,Facebook,8,Vendedor_8,2,44,0.1,79.2,paid
613,2026-01-13 16:54:17,102,4,Remera Oversize,Ropa,Facebook,7,Vendedor_7,4,51,0.0,204.0,paid
614,2025-09-28 16:54:17,480,17,Camisa Oxford,Ropa,Web,4,Vendedor_4,4,69,0.1,248.4,paid
615,2025-10-28 16:54:17,327,2,Zapatillas Running,Calzado,Web,9,Vendedor_9,1,92,0.15,78.2,paid
616,2026-03-04 16:54:17,167,12,Short Deportivo,Ropa,Mercado Libre,4,Vendedor_4,1,50,0.15,42.5,paid
617,2025-10-19 16:54:17,5,9,Gorra Classic,Accesorios,Mercado Libre,2,Vendedor_2,4,60,0.05,228.0,pending
618,2026-02-06 16:54:17,256,20,Piluso Trend,Accesorios,Mercado Libre,6,Vendedor_6,1,25,0.05,23.75,pending
619,2026-03-02 16:54:17,406,2,Zapatillas Running,Calzado,Mercado Libre,6,Vendedor_6,2,149,0.2,238.4,paid
620,2026-01-17 16:54:17,413,16,Sandalias Beach,Calzado,Facebook,6,Vendedor_6,5,160,0.1,720.0,paid
621,2025-09-22 16:54:17,129,1,Zapatillas Urban,Calzado,Mercado Libre,7,Vendedor_7,3,152,0.05,433.2,pending
622,2025-10-25 16:54:17,98,15,Botas Trekking,Calzado,Instagram,5,Vendedor_5,5,149,0.15,633.25,pending
623,2025-11-18 16:54:17,36,11,Buzo Hoodie,Ropa,Instagram,5,Vendedor_5,5,90,0.05,427.5,pending
624,2026-01-09 16:54:17,398,10,Mochila City,Accesorios,Facebook,9,Vendedor_9,3,39,0.0,117.0,paid
625,2025-10-10 16:54:17,370,1,Zapatillas Urban,Calzado,Mercado Libre,6,Vendedor_6,5,90,0.1,405.0,pending
626,2025-11-03 16:54:17,145,7,Campera Rompeviento,Ropa,Web,8,Vendedor_8,5,39,0.2,156.0,pending
627,2026-02-17 16:54:17,428,11,Buzo Hoodie,Ropa,Instagram,2,Vendedor_2,5,28,0.0,140.0,paid
628,2026-01-25 16:54:17,17,2,Zapatillas Running,Calzado,Facebook,2,Vendedor_2,4,84,0.0,336.0,pending
629,2025-10-09 16:54:17,114,17,Camisa Oxford,Ropa,Mercado Libre,10,Vendedor_10,3,26,0.1,70.2,paid
630,2025-10-01 16:54:17,185,7,Campera Rompeviento,Ropa,Facebook,8,Vendedor_8,1,79,0.0,79.0,pending
631,2025-10-11 16:54:17,428,2,Zapatillas Running,Calzado,Web,5,Vendedor_5,5,65,0.0,325.0,paid
632,2025-11-05 16:54:17,198,7,Campera Rompeviento,Ropa,Instagram,2,Vendedor_2,1,49,0.2,39.2,paid
633,2025-09-30 16:54:17,384,17,Camisa Oxford,Ropa,Facebook,4,Vendedor_4,5,42,0.2,168.0,paid
634,2025-12-16 16:54:17,406,19,Riñonera Sport,Accesorios,Instagram,8,Vendedor_8,4,16,0.05,60.8,pending
635,2025-12-21 16:54:17,463,17,Camisa Oxford,Ropa,Web,3,Vendedor_3,5,76,0.1,342.0,pending
636,2025-12-02 16:54:17,280,12,Short Deportivo,Ropa,Instagram,7,Vendedor_7,3,50,0.2,120.0,pending
637,2026-01-11 16:54:17,1,18,Camisa Lino,Ropa,Mercado Libre,6,Vendedor_6,4,77,0.15,261.8,pending
638,2026-03-13 16:54:17,154,20,Piluso Trend,Accesorios,Instagram,9,Vendedor_9,2,29,0.0,58.0,paid
639,2026-03-12 16:54:17,293,11,Buzo Hoodie,Ropa,Instagram,5,Vendedor_5,5,85,0.2,340.0,paid
640,2025-11-20 16:54:17,188,2,Zapatillas Running,Calzado,Instagram,6,Vendedor_6,2,77,0.1,138.6,paid
641,2025-12-31 16:54:17,470,9,Gorra Classic,Accesorios,Instagram,2,Vendedor_2,5,35,0.2,140.0,paid
642,2025-11-14 16:54:17,329,11,Buzo Hoodie,Ropa,Web,3,Vendedor_3,4,32,0.2,102.4,paid
643,2025-12-10 16:54:17,179,19,Riñonera Sport,Accesorios,Facebook,2,Vendedor_2,1,59,0.1,53.1,pending
644,2026-01-18 16:54:17,157,4,Remera Oversize,Ropa,Mercado Libre,10,Vendedor_10,1,68,0.0,68.0,pending
645,2025-10-24 16:54:17,79,18,Camisa Lino,Ropa,Mercado Libre,3,Vendedor_3,3,84,0.05,239.4,pending
646,2025-10-16 16:54:17,222,15,Botas Trekking,Calzado,Web,10,Vendedor_10,5,71,0.05,337.25,pending
647,2026-02-12 16:54:17,382,5,Pantalón Chino,Ropa,Mercado Libre,6,Vendedor_6,1,80,0.2,64.0,pending
648,2026-02-24 16:54:17,391,9,Gorra Classic,Accesorios,Instagram,7,Vendedor_7,5,37,0.05,175.75,pending
649,2026-01-26 16:54:17,316,18,Camisa Lino,Ropa,Instagram,8,Vendedor_8,4,45,0.2,144.0,paid
650,2026-01-08 16:54:17,344,3,Remera Básica,Ropa,Facebook,7,Vendedor_7,3,31,0.0,93.0,pending
651,2025-12-18 16:54:17,336,12,Short Deportivo,Ropa,Mercado Libre,4,Vendedor_4,3,64,0.2,153.6,pending
652,2025-12-18 16:54:17,23,6,Pantalón Cargo,Ropa,Instagram,10,Vendedor_10,4,38,0.15,129.2,paid
653,2026-02-06 16:54:17,486,12,Short Deportivo,Ropa,Instagram,2,Vendedor_2,1,26,0.05,24.7,pending
654,2025-12-20 16:54:17,12,1,Zapatillas Urban,Calzado,Web,2,Vendedor_2,3,117,0.15,298.35,paid
655,2026-01-22 16:54:17,281,18,Camisa Lino,Ropa,Facebook,4,Vendedor_4,5,86,0.1,387.0,paid
656,2025-12-11 16:54:17,88,1,Zapatillas Urban,Calzado,Mercado Libre,10,Vendedor_10,5,65,0.1,292.5,pending
657,2025-09-20 16:54:17,336,7,Campera Rompeviento,Ropa,Mercado Libre,10,Vendedor_10,3,26,0.15,66.3,paid
658,2025-09-29 16:54:17,150,13,Medias Training,Accesorios,Facebook,5,Vendedor_5,3,16,0.0,48.0,paid
659,2025-11-07 16:54:17,273,13,Medias Training,Accesorios,Mercado Libre,2,Vendedor_2,3,41,0.2,98.4,paid
660,2025-11-09 16:54:17,127,7,Campera Rompeviento,Ropa,Web,8,Vendedor_8,5,22,0.0,110.0,pending
661,2025-12-07 16:54:17,182,16,Sandalias Beach,Calzado,Web,3,Vendedor_3,1,104,0.1,93.6,paid
662,2026-01-06 16:54:17,484,17,Camisa Oxford,Ropa,Web,1,Vendedor_1,3,69,0.0,207.0,paid
663,2025-12-20 16:54:17,267,5,Pantalón Chino,Ropa,Instagram,7,Vendedor_7,2,31,0.15,52.7,pending
664,2025-10-22 16:54:17,169,8,Campera Denim,Ropa,Facebook,3,Vendedor_3,4,59,0.2,188.8,paid
665,2025-10-01 16:54:17,442,7,Campera Rompeviento,Ropa,Instagram,3,Vendedor_3,5,89,0.05,422.75,pending
666,2026-02-11 16:54:17,35,17,Camisa Oxford,Ropa,Mercado Libre,7,Vendedor_7,2,40,0.1,72.0,paid
667,2026-02-08 16:54:17,156,11,Buzo Hoodie,Ropa,Facebook,1,Vendedor_1,3,72,0.15,183.6,pending
668,2026-01-28 16:54:17,391,5,Pantalón Chino,Ropa,Web,2,Vendedor_2,2,43,0.0,86.0,paid
669,2026-01-17 16:54:17,353,20,Piluso Trend,Accesorios,Facebook,4,Vendedor_4,1,32,0.0,32.0,paid
670,2025-10-14 16:54:17,252,17,Camisa Oxford,Ropa,Facebook,8,Vendedor_8,3,43,0.15,109.65,paid
671,2026-01-27 16:54:17,474,6,Pantalón Cargo,Ropa,Web,4,Vendedor_4,1,72,0.0,72.0,pending
672,2025-09-27 16:54:17,475,8,Campera Denim,Ropa,Facebook,4,Vendedor_4,2,28,0.05,53.2,pending
673,2025-11-20 16:54:17,312,11,Buzo Hoodie,Ropa,Facebook,4,Vendedor_4,4,71,0.0,284.0,pending
674,2025-10-12 16:54:17,329,13,Medias Training,Accesorios,Mercado Libre,10,Vendedor_10,5,44,0.2,176.0,paid
675,2025-11-21 16:54:17,203,15,Botas Trekking,Calzado,Mercado Libre,1,Vendedor_1,2,126,0.2,201.6,pending
676,2025-10-07 16:54:17,204,17,Camisa Oxford,Ropa,Web,1,Vendedor_1,2,57,0.15,96.9,pending
677,2026-02-03 16:54:17,354,15,Botas Trekking,Calzado,Instagram,7,Vendedor_7,3,138,0.0,414.0,pending
678,2026-02-22 16:54:17,481,15,Botas Trekking,Calzado,Instagram,9,Vendedor_9,1,83,0.2,66.4,pending
679,2025-12-25 16:54:17,303,14,Cinturón Casual,Accesorios,Instagram,8,Vendedor_8,1,21,0.15,17.85,pending
680,2026-01-12 16:54:17,59,3,Remera Básica,Ropa,Facebook,6,Vendedor_6,2,35,0.0,70.0,pending
681,2025-11-03 16:54:17,282,3,Remera Básica,Ropa,Facebook,7,Vendedor_7,5,40,0.15,170.0,paid
682,2025-12-22 16:54:17,92,6,Pantalón Cargo,Ropa,Mercado Libre,10,Vendedor_10,2,40,0.05,76.0,pending
683,2025-12-28 16:54:17,61,10,Mochila City,Accesorios,Instagram,8,Vendedor_8,3,50,0.05,142.5,paid
684,2025-10-09 16:54:17,438,1,Zapatillas Urban,Calzado,Facebook,5,Vendedor_5,1,118,0.15,100.3,paid
685,2025-11-11 16:54:17,233,20,Piluso Trend,Accesorios,Facebook,4,Vendedor_4,2,47,0.15,79.9,pending
686,2025-10-15 16:54:17,143,3,Remera Básica,Ropa,Instagram,10,Vendedor_10,1,51,0.2,40.8,paid
687,2026-02-08 16:54:17,438,6,Pantalón Cargo,Ropa,Mercado Libre,1,Vendedor_1,3,24,0.05,68.4,pending
688,2026-02-23 16:54:17,83,11,Buzo Hoodie,Ropa,Web,1,Vendedor_1,1,73,0.05,69.35,paid
689,2025-10-20 16:54:17,166,15,Botas Trekking,Calzado,Web,6,Vendedor_6,1,71,0.1,63.9,pending
690,2025-11-28 16:54:17,69,3,Remera Básica,Ropa,Mercado Libre,9,Vendedor_9,1,57,0.15,48.45,pending
691,2025-11-03 16:54:17,314,11,Buzo Hoodie,Ropa,Mercado Libre,7,Vendedor_7,5,46,0.05,218.5,paid
692,2025-10-07 16:54:17,479,19,Riñonera Sport,Accesorios,Web,9,Vendedor_9,1,40,0.2,32.0,pending
693,2025-12-26 16:54:17,182,20,Piluso Trend,Accesorios,Instagram,5,Vendedor_5,5,46,0.2,184.0,pending
694,2025-10-07 16:54:17,120,17,Camisa Oxford,Ropa,Web,8,Vendedor_8,4,43,0.2,137.6,paid
695,2026-02-15 16:54:17,378,1,Zapatillas Urban,Calzado,Instagram,1,Vendedor_1,4,140,0.0,560.0,pending
696,2026-03-06 16:54:17,6,14,Cinturón Casual,Accesorios,Instagram,6,Vendedor_6,3,45,0.05,128.25,pending
697,2026-02-28 16:54:17,166,9,Gorra Classic,Accesorios,Mercado Libre,5,Vendedor_5,3,42,0.2,100.8,paid
698,2025-12-20 16:54:17,100,11,Buzo Hoodie,Ropa,Web,7,Vendedor_7,5,23,0.05,109.25,pending
699,2025-11-16 16:54:17,322,16,Sandalias Beach,Calzado,Facebook,1,Vendedor_1,2,121,0.05,229.9,pending
700,2025-12-02 16:54:17,372,15,Botas Trekking,Calzado,Web,1,Vendedor_1,5,98,0.2,392.0,paid
701,2025-10-21 16:54:17,144,7,Campera Rompeviento,Ropa,Mercado Libre,6,Vendedor_6,3,28,0.05,79.8,pending
702,2025-10-08 16:54:17,200,13,Medias Training,Accesorios,Instagram,9,Vendedor_9,2,46,0.2,73.6,paid
703,2025-09-18 16:54:17,45,10,Mochila City,Accesorios,Facebook,6,Vendedor_6,1,27,0.15,22.95,paid
704,2025-11-22 16:54:17,90,12,Short Deportivo,Ropa,Mercado Libre,5,Vendedor_5,2,87,0.1,156.6,pending
705,2026-01-25 16:54:17,410,2,Zapatillas Running,Calzado,Facebook,2,Vendedor_2,4,124,0.0,496.0,paid
706,2025-12-20 16:54:17,74,7,Campera Rompeviento,Ropa,Mercado Libre,8,Vendedor_8,5,59,0.1,265.5,paid
707,2026-03-08 16:54:17,3,7,Campera Rompeviento,Ropa,Web,8,Vendedor_8,4,86,0.0,344.0,paid
708,2026-02-23 16:54:17,267,20,Piluso Trend,Accesorios,Web,6,Vendedor_6,4,12,0.0,48.0,paid
